date,day.of.week,car.count,weather,cloud.indicator
2015-03-08,Sunday,151,-0.4,clear
2015-03-09,Monday,77,-0.9,cloudy
2015-03-10,Tuesday,59,0.9,cloudy
2015-03-11,Wednesday,119,-0.5,clear
2015-03-12,Thursday,121,0.6,clear
2015-03-13,Friday,136,-1,clear
2015-03-14,Saturday,149,0.8,clear
2015-03-15,Sunday,110,1.4,cloudy
2015-03-16,Monday,145,1.2,clear
2015-03-17,Tuesday,103,0.1,clear
2015-03-18,Wednesday,92,0.4,cloudy
2015-03-19,Thursday,117,-0.3,clear
2015-03-20,Friday,150,-0.5,cloudy
2015-03-21,Saturday,151,-0.5,clear
2015-03-22,Sunday,118,-0.1,clear
2015-03-23,Monday,27,1.4,cloudy
2015-03-24,Tuesday,7,-0.1,cloudy
2015-03-25,Wednesday,113,-1.6,clear
2015-03-26,Thursday,5,0,cloudy
2015-03-27,Friday,113,1.9,clear
2015-03-28,Saturday,9,0,cloudy
2015-03-29,Sunday,21,-0.6,cloudy
2015-03-30,Monday,2,1.2,cloudy
2015-03-31,Tuesday,107,-1.4,clear
2015-04-01,Wednesday,131,0.3,clear
2015-04-02,Thursday,18,-0.5,cloudy
2015-04-03,Friday,76,-0.2,cloudy
2015-04-04,Saturday,151,-1.5,clear
2015-04-05,Sunday,36,-0.2,cloudy
2015-04-06,Monday,106,0,cloudy
2015-04-07,Tuesday,93,0.3,cloudy
2015-04-08,Wednesday,98,-1.4,cloudy
2015-04-09,Thursday,103,0.1,cloudy
2015-04-10,Friday,10,-1.7,cloudy
2015-04-11,Saturday,30,-1.9,cloudy
2015-04-12,Sunday,51,0.2,cloudy
2015-04-13,Monday,74,-2.6,cloudy
2015-04-14,Tuesday,115,0.6,clear
2015-04-15,Wednesday,56,0.2,cloudy
2015-04-16,Thursday,101,-0.4,clear
2015-04-17,Friday,127,-1.7,clear
2015-04-18,Saturday,133,-0.3,clear
2015-04-19,Sunday,62,0.2,cloudy
2015-04-20,Monday,121,0.4,clear
2015-04-21,Tuesday,34,1.8,cloudy
2015-04-22,Wednesday,104,-0.2,cloudy
2015-04-23,Thursday,20,-0.9,cloudy
2015-04-24,Friday,148,-1.5,clear
2015-04-25,Saturday,117,-0.8,clear
2015-04-26,Sunday,27,0.1,cloudy
2015-04-27,Monday,8,-0.4,cloudy
2015-04-28,Tuesday,15,-0.3,cloudy
2015-04-29,Wednesday,117,0.8,clear
2015-04-30,Thursday,125,-0.4,clear
2015-05-01,Friday,117,0,clear
2015-05-02,Saturday,127,1,clear
2015-05-03,Sunday,137,0.7,clear
2015-05-04,Monday,110,0.8,clear
2015-05-05,Tuesday,135,0.9,clear
2015-05-06,Wednesday,135,-2.4,clear
2015-05-07,Thursday,18,-2,cloudy
2015-05-08,Friday,121,0.7,clear
2015-05-09,Saturday,102,0.1,clear
2015-05-10,Sunday,20,1.7,cloudy
2015-05-11,Monday,137,0.1,clear
2015-05-12,Tuesday,120,0.4,clear
2015-05-13,Wednesday,127,0.7,clear
2015-05-14,Thursday,113,-0.9,clear
2015-05-15,Friday,122,1,clear
2015-05-16,Saturday,25,-2.2,cloudy
2015-05-17,Sunday,120,-0.4,clear
2015-05-18,Monday,128,0,clear
2015-05-19,Tuesday,122,1.3,clear
2015-05-20,Wednesday,121,0.8,cloudy
2015-05-21,Thursday,105,-0.5,clear
2015-05-22,Friday,9,0.1,cloudy
2015-05-23,Saturday,76,0.1,cloudy
2015-05-24,Sunday,98,0.2,cloudy
2015-05-25,Monday,114,-0.6,clear
2015-05-26,Tuesday,112,0.4,clear
2015-05-27,Wednesday,120,0.7,clear
2015-05-28,Thursday,108,1.9,clear
2015-05-29,Friday,71,1,cloudy
2015-05-30,Saturday,142,-0.5,clear
2015-05-31,Sunday,124,2.4,clear
2015-06-01,Monday,132,-1.1,clear
2015-06-02,Tuesday,133,-1.3,cloudy
2015-06-03,Wednesday,84,1.4,cloudy
2015-06-04,Thursday,70,-0.8,cloudy
2015-06-05,Friday,23,-0.3,cloudy
2015-06-06,Saturday,106,-1,cloudy
2015-06-07,Sunday,110,-1.1,cloudy
2015-06-08,Monday,98,0.1,cloudy
2015-06-09,Tuesday,27,-1.6,cloudy
2015-06-10,Wednesday,98,-0.4,clear
2015-06-11,Thursday,115,0.9,clear
2015-06-12,Friday,38,-0.5,cloudy
2015-06-13,Saturday,65,-0.4,cloudy
2015-06-14,Sunday,141,0.7,clear
2015-06-15,Monday,128,-0.7,clear
2015-06-16,Tuesday,103,-0.3,cloudy
2015-06-17,Wednesday,108,-1.1,clear
2015-06-18,Thursday,118,-1,clear
2015-06-19,Friday,111,-0.3,clear
2015-06-20,Saturday,134,-1.3,clear
2015-06-21,Sunday,125,-0.3,clear
2015-06-22,Monday,111,0.9,clear
2015-06-23,Tuesday,63,-1.1,cloudy
2015-06-24,Wednesday,101,0.8,clear
2015-06-25,Thursday,118,-1.2,clear
2015-06-26,Friday,138,-1,clear
2015-06-27,Saturday,118,-1.6,clear
2015-06-28,Sunday,25,-0.1,cloudy
2015-06-29,Monday,111,0.6,clear
2015-06-30,Tuesday,108,-0.7,clear
2015-07-01,Wednesday,102,0.2,clear
2015-07-02,Thursday,91,-0.5,cloudy
2015-07-03,Friday,111,0.4,cloudy
2015-07-04,Saturday,39,1.5,cloudy
2015-07-05,Sunday,64,0,cloudy
2015-07-06,Monday,146,1.7,clear
2015-07-07,Tuesday,118,0.4,clear
2015-07-08,Wednesday,107,0.5,clear
2015-07-09,Thursday,130,0,clear
2015-07-10,Friday,106,-1.7,clear
2015-07-11,Saturday,40,-0.1,cloudy
2015-07-12,Sunday,85,-1.1,cloudy
2015-07-13,Monday,66,-0.6,cloudy
2015-07-14,Tuesday,98,1.4,clear
2015-07-15,Wednesday,37,-1.4,cloudy
2015-07-16,Thursday,44,-0.4,cloudy
2015-07-17,Friday,95,1.5,cloudy
2015-07-18,Saturday,105,2.1,cloudy
2015-07-19,Sunday,65,-1.3,cloudy
2015-07-20,Monday,111,-0.7,clear
2015-07-21,Tuesday,100,1.3,clear
2015-07-22,Wednesday,96,0.3,clear
2015-07-23,Thursday,138,2,cloudy
2015-07-24,Friday,101,-1.6,clear
2015-07-25,Saturday,102,0.3,clear
2015-07-26,Sunday,99,-0.1,cloudy
2015-07-27,Monday,36,-0.7,cloudy
2015-07-28,Tuesday,101,0.3,clear
2015-07-29,Wednesday,51,1.2,cloudy
2015-07-30,Thursday,110,-1,clear
2015-07-31,Friday,95,1.8,clear
2015-08-01,Saturday,13,-0.1,cloudy
2015-08-02,Sunday,76,-0.3,cloudy
2015-08-03,Monday,67,0.5,cloudy
2015-08-04,Tuesday,105,-2.1,clear
2015-08-05,Wednesday,98,0.3,clear
2015-08-06,Thursday,120,-1.6,clear
2015-08-07,Friday,127,-0.8,clear
2015-08-08,Saturday,29,-0.4,cloudy
2015-08-09,Sunday,128,-0.2,clear
2015-08-10,Monday,118,-0.6,clear
2015-08-11,Tuesday,126,-0.7,clear
2015-08-12,Wednesday,103,-1.6,clear
2015-08-13,Thursday,112,1,clear
2015-08-14,Friday,124,-0.6,clear
2015-08-15,Saturday,135,0.9,clear
2015-08-16,Sunday,127,-0.9,clear
2015-08-17,Monday,25,0.5,cloudy
2015-08-18,Tuesday,119,0.5,clear
2015-08-19,Wednesday,9,-0.4,cloudy
2015-08-20,Thursday,117,0.6,clear
2015-08-21,Friday,43,0.7,cloudy
2015-08-22,Saturday,120,-0.6,clear
2015-08-23,Sunday,106,0.7,clear
2015-08-24,Monday,110,0.5,cloudy
2015-08-25,Tuesday,5,0.2,cloudy
2015-08-26,Wednesday,123,-0.3,clear
2015-08-27,Thursday,124,-0.1,clear
2015-08-28,Friday,87,-0.4,cloudy
2015-08-29,Saturday,71,-0.7,cloudy
2015-08-30,Sunday,83,0.2,cloudy
2015-08-31,Monday,7,1.3,cloudy
2015-09-01,Tuesday,81,-0.9,cloudy
2015-09-02,Wednesday,50,-1.4,cloudy
2015-09-03,Thursday,50,0.7,cloudy
2015-09-04,Friday,130,0.3,clear
2015-09-05,Saturday,102,-0.5,clear
2015-09-06,Sunday,71,-0.8,cloudy
2015-09-07,Monday,136,-1.7,clear
2015-09-08,Tuesday,124,0.2,clear
2015-09-09,Wednesday,81,0.9,cloudy
2015-09-10,Thursday,3,-1.3,cloudy
2015-09-11,Friday,81,0.4,cloudy
2015-09-12,Saturday,35,-0.8,cloudy
2015-09-13,Sunday,71,0.1,cloudy
2015-09-14,Monday,124,-0.8,clear
2015-09-15,Tuesday,59,-0.6,cloudy
2015-09-16,Wednesday,96,1.6,clear
2015-09-17,Thursday,130,0,clear
2015-09-18,Friday,130,-2.2,clear
2015-09-19,Saturday,113,-2.6,clear
2015-09-20,Sunday,116,0.2,clear
2015-09-21,Monday,115,0.8,clear
2015-09-22,Tuesday,102,-0.4,cloudy
2015-09-23,Wednesday,92,0,clear
2015-09-24,Thursday,143,-1.5,clear
2015-09-25,Friday,129,1,clear
2015-09-26,Saturday,107,1.1,clear
2015-09-27,Sunday,110,-0.5,clear
2015-09-28,Monday,137,0.5,clear
2015-09-29,Tuesday,90,-0.8,clear
2015-09-30,Wednesday,16,-1,cloudy
2015-10-01,Thursday,97,-1.2,clear
2015-10-02,Friday,142,0.3,clear
2015-10-03,Saturday,25,-1,cloudy
2015-10-04,Sunday,39,0,cloudy
2015-10-05,Monday,102,-1.2,clear
2015-10-06,Tuesday,49,-0.1,cloudy
2015-10-07,Wednesday,130,0.6,clear
2015-10-08,Thursday,130,-0.2,clear
2015-10-09,Friday,56,0.7,cloudy
2015-10-10,Saturday,101,-0.6,clear
2015-10-11,Sunday,101,-0.6,clear
2015-10-12,Monday,101,-0.5,clear
2015-10-13,Tuesday,116,0.1,clear
2015-10-14,Wednesday,41,-0.8,cloudy
2015-10-15,Thursday,127,1.6,clear
2015-10-16,Friday,102,-1,clear
2015-10-17,Saturday,126,-1,clear
2015-10-18,Sunday,73,0.2,cloudy
2015-10-19,Monday,181,-0.6,clear
2015-10-20,Tuesday,96,-0.8,clear
2015-10-21,Wednesday,18,1.7,cloudy
2015-10-22,Thursday,115,0.2,clear
2015-10-23,Friday,118,-0.9,clear
2015-10-24,Saturday,9,-0.1,cloudy
2015-10-25,Sunday,112,0,clear
2015-10-26,Monday,103,-0.5,clear
2015-10-27,Tuesday,110,0,clear
2015-10-28,Wednesday,97,1.8,clear
2015-10-29,Thursday,26,0.7,cloudy
2015-10-30,Friday,111,-0.8,clear
2015-10-31,Saturday,140,0.1,clear
2015-11-01,Sunday,110,0.2,clear
2015-11-02,Monday,98,-0.6,clear
2015-11-03,Tuesday,110,-0.5,clear
2015-11-04,Wednesday,13,-0.9,cloudy
2015-11-05,Thursday,112,-0.7,clear
2015-11-06,Friday,30,1.2,cloudy
2015-11-07,Saturday,103,1.4,clear
2015-11-08,Sunday,61,0.8,cloudy
2015-11-09,Monday,130,0.2,clear
2015-11-10,Tuesday,3,2.2,cloudy
2015-11-11,Wednesday,8,1.1,cloudy
2015-11-12,Thursday,33,0.7,cloudy
2015-11-13,Friday,95,-0.1,clear
2015-11-14,Saturday,139,1.4,clear
2015-11-15,Sunday,103,-1.5,clear
2015-11-16,Monday,111,-0.9,clear
2015-11-17,Tuesday,109,-2.7,clear
2015-11-18,Wednesday,3,-0.1,cloudy
2015-11-19,Thursday,97,-0.5,clear
2015-11-20,Friday,12,0.1,cloudy
2015-11-21,Saturday,75,-1.1,cloudy
2015-11-22,Sunday,96,-0.6,clear
2015-11-23,Monday,101,0.2,clear
2015-11-24,Tuesday,104,-0.6,clear
2015-11-25,Wednesday,63,-0.6,cloudy
2015-11-26,Thursday,125,-0.1,clear
2015-11-27,Friday,99,0.2,clear
2015-11-28,Saturday,115,1,clear
2015-11-29,Sunday,105,0.6,clear
2015-11-30,Monday,115,-0.2,clear
2015-12-01,Tuesday,126,-1.9,clear
2015-12-02,Wednesday,104,-0.6,cloudy
2015-12-03,Thursday,111,-2.2,clear
2015-12-04,Friday,119,-0.2,clear
2015-12-05,Saturday,123,-1.4,cloudy
2015-12-06,Sunday,116,1.4,clear
2015-12-07,Monday,6,-0.8,cloudy
2015-12-08,Tuesday,72,-1.3,cloudy
2015-12-09,Wednesday,115,2,clear
2015-12-10,Thursday,132,-1.6,cloudy
2015-12-11,Friday,92,-0.2,cloudy
2015-12-12,Saturday,133,-0.5,clear
2015-12-13,Sunday,139,1,clear
2015-12-14,Monday,114,1,cloudy
2015-12-15,Tuesday,68,0,cloudy
2015-12-16,Wednesday,54,-0.1,cloudy
2015-12-17,Thursday,100,-1.1,clear
2015-12-18,Friday,131,-1.8,clear
2015-12-19,Saturday,138,-0.1,clear
2015-12-20,Sunday,131,-0.3,clear
2015-12-21,Monday,138,-1.8,clear
2015-12-22,Tuesday,93,-0.7,clear
2015-12-23,Wednesday,53,-1.8,cloudy
2015-12-24,Thursday,122,0.3,clear
2015-12-25,Friday,128,0.3,clear
2015-12-26,Saturday,98,0,clear
2015-12-27,Sunday,98,0.5,clear
2015-12-28,Monday,41,0.7,cloudy
2015-12-29,Tuesday,95,1,clear
2015-12-30,Wednesday,125,-1.1,clear
2015-12-31,Thursday,88,-0.1,clear
2016-01-01,Friday,116,1.5,clear
2016-01-02,Saturday,126,0.7,clear
2016-01-03,Sunday,94,0.9,cloudy
2016-01-04,Monday,121,-0.2,clear
2016-01-05,Tuesday,123,0.1,clear
2016-01-06,Wednesday,121,-0.5,clear
2016-01-07,Thursday,121,2.6,clear
2016-01-08,Friday,88,-1.9,clear
2016-01-09,Saturday,110,1,clear
2016-01-10,Sunday,106,1.8,clear
2016-01-11,Monday,79,-1,cloudy
2016-01-12,Tuesday,123,0,clear
2016-01-13,Wednesday,90,1.1,cloudy
2016-01-14,Thursday,114,0.1,clear
2016-01-15,Friday,140,-1.3,clear
2016-01-16,Saturday,98,0.3,clear
2016-01-17,Sunday,108,-0.1,clear
2016-01-18,Monday,107,-0.1,clear
2016-01-19,Tuesday,91,-0.2,clear
2016-01-20,Wednesday,95,-1.1,clear
2016-01-21,Thursday,105,-0.9,clear
2016-01-22,Friday,38,1.6,cloudy
2016-01-23,Saturday,140,-1.4,clear
2016-01-24,Sunday,41,0.7,cloudy
2016-01-25,Monday,20,2,cloudy
2016-01-26,Tuesday,136,-1.2,clear
2016-01-27,Wednesday,96,-0.5,clear
2016-01-28,Thursday,90,-0.3,clear
2016-01-29,Friday,36,-2.3,cloudy
2016-01-30,Saturday,102,-0.3,clear
2016-01-31,Sunday,126,1,clear
2016-02-01,Monday,128,0.4,clear
2016-02-02,Tuesday,129,0.3,clear
2016-02-03,Wednesday,42,0.7,cloudy
2016-02-04,Thursday,134,1.5,clear
2016-02-05,Friday,123,-1.2,clear
2016-02-06,Saturday,116,-0.2,clear
2016-02-07,Sunday,117,-0.4,clear
2016-02-08,Monday,35,-0.7,cloudy
2016-02-09,Tuesday,101,-1.2,clear
2016-02-10,Wednesday,101,-1.1,clear
2016-02-11,Thursday,91,1.1,cloudy
2016-02-12,Friday,6,-0.8,cloudy
2016-02-13,Saturday,132,1,clear
2016-02-14,Sunday,95,-1.5,cloudy
2016-02-15,Monday,97,-2.7,cloudy
2016-02-16,Tuesday,88,0.2,cloudy
2016-02-17,Wednesday,95,1.1,clear
2016-02-18,Thursday,56,0,cloudy
2016-02-19,Friday,89,0.1,cloudy
2016-02-20,Saturday,98,-1.1,cloudy
2016-02-21,Sunday,40,-0.7,cloudy
2016-02-22,Monday,99,-2,clear
2016-02-23,Tuesday,105,0.3,cloudy
2016-02-24,Wednesday,126,1.7,cloudy
2016-02-25,Thursday,101,-0.9,clear
2016-02-26,Friday,117,0.3,clear
2016-02-27,Saturday,129,1.7,clear
2016-02-28,Sunday,111,1.3,clear
2016-02-29,Monday,4,-0.6,cloudy
2016-03-01,Tuesday,111,0.1,clear
2016-03-02,Wednesday,133,2,clear
2016-03-03,Thursday,16,0.1,cloudy
2016-03-04,Friday,21,1,cloudy
2016-03-05,Saturday,139,-0.7,clear
2016-03-06,Sunday,115,-0.8,clear
2016-03-07,Monday,96,0.6,clear
2016-03-08,Tuesday,118,1.1,clear
2016-03-09,Wednesday,53,-0.5,cloudy
2016-03-10,Thursday,127,-0.8,clear
2016-03-11,Friday,143,0.8,clear
2016-03-12,Saturday,142,0.9,cloudy
2016-03-13,Sunday,127,-0.1,clear
2016-03-14,Monday,128,-0.6,clear
2016-03-15,Tuesday,19,0.1,cloudy
2016-03-16,Wednesday,62,0.1,cloudy
2016-03-17,Thursday,96,-0.4,cloudy
2016-03-18,Friday,69,-1.6,cloudy
2016-03-19,Saturday,128,-1.4,clear
2016-03-20,Sunday,116,-0.3,clear
2016-03-21,Monday,117,2.2,clear
2016-03-22,Tuesday,56,-0.4,cloudy
2016-03-23,Wednesday,29,-0.5,cloudy
2016-03-24,Thursday,25,-1.1,cloudy
2016-03-25,Friday,118,-0.2,clear
2016-03-26,Saturday,105,-0.2,cloudy
2016-03-27,Sunday,113,-0.7,clear
2016-03-28,Monday,102,0.1,clear
2016-03-29,Tuesday,15,0.5,cloudy
2016-03-30,Wednesday,44,-0.2,cloudy
2016-03-31,Thursday,121,-0.4,clear
2016-04-01,Friday,114,1.3,clear
2016-04-02,Saturday,22,0,cloudy
2016-04-03,Sunday,49,0.8,cloudy
2016-04-04,Monday,103,1.2,clear
2016-04-05,Tuesday,17,0.3,cloudy
2016-04-06,Wednesday,108,0.4,clear
2016-04-07,Thursday,106,-1.2,clear
2016-04-08,Friday,104,0,clear
2016-04-09,Saturday,101,0,clear
2016-04-10,Sunday,110,0.7,clear
2016-04-11,Monday,143,0.4,clear
2016-04-12,Tuesday,93,0.1,clear
2016-04-13,Wednesday,154,-0.9,clear
2016-04-14,Thursday,116,0.9,clear
2016-04-15,Friday,97,-1.3,clear
2016-04-16,Saturday,108,-0.9,cloudy
2016-04-17,Sunday,12,-0.9,cloudy
2016-04-18,Monday,103,-0.7,clear
2016-04-19,Tuesday,112,0.3,clear
2016-04-20,Wednesday,66,0,cloudy
2016-04-21,Thursday,54,-1.6,cloudy
2016-04-22,Friday,109,-0.8,clear
2016-04-23,Saturday,98,-0.1,clear
2016-04-24,Sunday,10,-0.7,cloudy
2016-04-25,Monday,109,-0.1,clear
2016-04-26,Tuesday,90,-1.3,clear
2016-04-27,Wednesday,20,-0.6,cloudy
2016-04-28,Thursday,128,-1.1,clear
2016-04-29,Friday,104,1,cloudy
2016-04-30,Saturday,76,-0.4,cloudy
2016-05-01,Sunday,134,-1.1,clear
2016-05-02,Monday,73,0.2,cloudy
2016-05-03,Tuesday,94,0,clear
2016-05-04,Wednesday,105,0.5,clear
2016-05-05,Thursday,114,0.1,clear
2016-05-06,Friday,101,-1,clear
2016-05-07,Saturday,5,-2.1,cloudy
2016-05-08,Sunday,102,-1.5,clear
2016-05-09,Monday,133,0.4,clear
2016-05-10,Tuesday,84,-0.7,clear
2016-05-11,Wednesday,14,0.2,cloudy
2016-05-12,Thursday,13,1.3,cloudy
2016-05-13,Friday,142,1.5,clear
2016-05-14,Saturday,109,-0.7,clear
2016-05-15,Sunday,142,0,clear
2016-05-16,Monday,63,0.6,cloudy
2016-05-17,Tuesday,108,1.2,clear
2016-05-18,Wednesday,25,-0.1,cloudy
2016-05-19,Thursday,103,0.5,clear
2016-05-20,Friday,65,-0.4,cloudy
2016-05-21,Saturday,114,0.9,clear
2016-05-22,Sunday,103,-0.9,clear
2016-05-23,Monday,40,1.1,cloudy
2016-05-24,Tuesday,92,0.7,clear
2016-05-25,Wednesday,109,1.4,clear
2016-05-26,Thursday,114,1.4,cloudy
2016-05-27,Friday,28,-0.9,cloudy
2016-05-28,Saturday,129,0.9,clear
2016-05-29,Sunday,120,-0.9,clear
2016-05-30,Monday,86,-1.2,cloudy
2016-05-31,Tuesday,64,1,cloudy
2016-06-01,Wednesday,59,-0.7,cloudy
2016-06-02,Thursday,109,-0.2,clear
2016-06-03,Friday,107,0.3,clear
2016-06-04,Saturday,112,-0.3,clear
2016-06-05,Sunday,123,0.3,clear
2016-06-06,Monday,154,-1.2,clear
2016-06-07,Tuesday,135,1,clear
2016-06-08,Wednesday,107,-2,clear
2016-06-09,Thursday,125,1.5,clear
2016-06-10,Friday,111,0.2,clear
2016-06-11,Saturday,77,-0.1,cloudy
2016-06-12,Sunday,141,-0.1,clear
2016-06-13,Monday,119,3.3,clear
2016-06-14,Tuesday,24,1.2,cloudy
2016-06-15,Wednesday,75,-0.6,cloudy
2016-06-16,Thursday,95,-0.4,clear
2016-06-17,Friday,29,-0.9,cloudy
2016-06-18,Saturday,33,-0.3,cloudy
2016-06-19,Sunday,87,2.1,cloudy
2016-06-20,Monday,119,-1.1,clear
2016-06-21,Tuesday,66,-1.7,cloudy
2016-06-22,Wednesday,56,-0.6,cloudy
2016-06-23,Thursday,114,1.9,clear
2016-06-24,Friday,117,1.1,clear
2016-06-25,Saturday,116,-1.1,clear
2016-06-26,Sunday,102,0.1,clear
2016-06-27,Monday,38,0.6,cloudy
2016-06-28,Tuesday,95,-1.6,clear
2016-06-29,Wednesday,104,-0.1,clear
2016-06-30,Thursday,90,-0.3,cloudy
